offering_id,hotel,city,avg_rating,sentiment_score,pros,cons,n_reviews
AVwciAExIN2L1WUfl980,Travelodge-beckley,Beckley,3.0,0.5,[],['small rooms'],2
AVwciAfv_7pvs4fzwHfE,Best Western Hilliard Inn Suites,Hilliard,2.5,0.375,[],['cleanliness'],2
AVwciNfNByjofQCxfT0U,Residence Inn By Marriott Las Vegas South,Las Vegas,4.8,0.95,"['friendly staff', 'location', 'clean rooms', 'food', 'comfortable']",[],5
AVwciRDBByjofQCxfUj4,Christy's Motel,Old Forge,4.3333,0.8333,"['clean rooms', 'friendly staff', 'location', 'comfortable', 'food']",['broken'],6
AVwciVr4kufWRAb5wQRk,Hampton Inn Lacrosse/Onalaska,Onalaska,4.3333,0.8333,"['friendly staff', 'location', 'food', 'clean rooms']",['expensive'],3
AVwciXwCkufWRAb5wQoY,Holiday Inn Express & Suites Helena,Helena,5.0,1.0,"['clean rooms', 'friendly staff', 'comfortable', 'food']",[],1
AVwciZhBIN2L1WUfmDDB,Rodeway Inn Oceanview,Atlantic City,2.0,0.25,"['clean rooms', 'comfortable', 'food']",['small rooms'],5
AVwciZq-IN2L1WUfmDEw,Quality Inn Suites,Richmond,2.6,0.4,"['clean rooms', 'location', 'comfortable']","['cleanliness', 'small rooms', 'broken']",5
AVwci_qUIN2L1WUfmKNQ,Hampton Inn Oxford-West,Oxford,4.6,0.9,"['friendly staff', 'location', 'food', 'clean rooms', 'comfortable', 'good wifi']","['cleanliness', 'expensive']",5
AVwciaxnIN2L1WUfmDRr,Baker's Sunset Bay Resort,Wisconsin Dells,4.4667,0.8667,"['friendly staff', 'clean rooms', 'location', 'comfortable', 'view', 'value']","['expensive', 'slow wifi']",15
AVwcih3fIN2L1WUfmEkG,Quality Inn,Raton,4.0,0.75,[],[],1
AVwcihNvkufWRAb5wSQO,Hampton Inn-athens,Athens,4.4,0.85,"['friendly staff', 'location', 'clean rooms']",['cleanliness'],5
AVwcinryIN2L1WUfmFw3,King Charles Inn,Charleston,4.6,0.9,"['friendly staff', 'location', 'food', 'clean rooms', 'comfortable', 'value']","['small rooms', 'noisy rooms', 'cleanliness']",25
AVwcioGEIN2L1WUfmF2z,Americas Best Value Inn - Executive Suite Airport,Anchorage,2.6,0.4,"['friendly staff', 'comfortable', 'clean rooms', 'food']","['cleanliness', 'slow wifi']",10
AVwcipE1IN2L1WUfmGE1,Budget Inn,Perrysburg,4.0,0.75,"['clean rooms', 'friendly staff', 'comfortable', 'value']",['small rooms'],1
AVwciurW_7pvs4fzwQAa,Garrison Inn,Newburyport,3.0,0.5,[],['small rooms'],1
AVwciv35kufWRAb5wU6P,Motel 6 Lafayette - University Ave,Lafayette,1.0,0.0,[],['noisy rooms'],1
AVwciw7-_7pvs4fzwQfp,Holiday Inn Express & Suites Bethlehem,Bethlehem,4.2857,0.8214,"['friendly staff', 'food', 'clean rooms', 'comfortable', 'location', 'value']",['noisy rooms'],7
AVwciwtb_7pvs4fzwQbk,Le Meridien Atlanta Perimeter,Atlanta,4.2727,0.8182,"['friendly staff', 'clean rooms', 'food', 'good wifi', 'comfortable', 'location']",['slow wifi'],11
AVwcizCGByjofQCxfbBv,Hilton Garden Inn Nashville Brentwood,Brentwood,5.0,1.0,"['clean rooms', 'friendly staff', 'location', 'food']",[],1
AVwcj-WOByjofQCxfpI1,Wyndham Garden-amarillo,Amarillo,1.5,0.125,[],['broken'],2
AVwcj0Z7IN2L1WUfmUIt,Ocean Sands Resort,Virginia Beach,3.8,0.7,"['view', 'friendly staff', 'location', 'food']",['noisy rooms'],5
AVwcj3bZIN2L1WUfmUrW,Best Western Cooper's Mill Hotel,Cedar Rapids,4.25,0.8125,"['clean rooms', 'friendly staff', 'location', 'food', 'good wifi']","['cleanliness', 'small rooms']",8
AVwcj6G_kufWRAb5wiCP,Quality Inn Suites Conference Center,Erie,4.0,0.75,"['clean rooms', 'location', 'food']",[],1
AVwcj90pByjofQCxfpCx,Barn Motor Inn,Prosser,2.0,0.25,[],['noisy rooms'],3
AVwcjA-mByjofQCxfdji,SpringHill Suites Atlanta Buckhead,Atlanta,4.0,0.75,"['friendly staff', 'location', 'comfortable', 'food']",[],2
AVwcjB0S_7pvs4fzwTam,Granby Motel,Granby,1.0,0.0,[],[],1
AVwcjLxGkufWRAb5wZ24,Hilton Garden Inn Kankakee,Kankakee,4.4286,0.8571,"['friendly staff', 'clean rooms', 'food', 'comfortable', 'location', 'value']","['expensive', 'broken']",7
AVwcjPyAByjofQCxfgZd,Best Western Dutch Valley Inn,New Philadelphia,4.75,0.9375,"['food', 'friendly staff', 'value', 'clean rooms', 'comfortable']",[],4
AVwcjWXGByjofQCxfhsx,Working Girls Hotel,Pendleton,5.0,1.0,"['clean rooms', 'value']",[],1
AVwcjX8oByjofQCxfiAS,La Quinta Inn Suites Warner Robins - Robins AFB,Warner Robins,4.4,0.85,"['friendly staff', 'food', 'clean rooms', 'comfortable', 'location']",[],5
AVwcjZFVByjofQCxfiPJ,MainStay Suites,Coralville,5.0,1.0,"['friendly staff', 'clean rooms', 'comfortable', 'food']",[],2
AVwcjZpiByjofQCxfiVN,Americas Best Value Inn-rialto,Rialto,1.0,0.0,[],['cleanliness'],1
AVwcjhtQ_7pvs4fzwZNe,Quality Inn Suites,Dublin,2.0,0.25,[],[],2
AVwcjj8mkufWRAb5wePc,Best Western Plus Tupelo Inn & Suites,Tupelo,4.6,0.9,"['clean rooms', 'comfortable', 'food', 'friendly staff', 'location']",['small rooms'],5
AVwcjlX_IN2L1WUfmRe8,Flamingo Inn Rosemead,Rosemead,4.0,0.75,"['clean rooms', 'friendly staff']",[],1
AVwcjnE8kufWRAb5we1x,Econo Lodge,Creedmoor,5.0,1.0,"['clean rooms', 'friendly staff', 'good wifi']",[],1
AVwcjsLnByjofQCxfl0D,Hampton Inn & Suites St Louis at Forest Park,Saint Louis,5.0,1.0,"['friendly staff', 'location', 'food', 'clean rooms', 'comfortable']",[],10
AVwcjuNpIN2L1WUfmTHV,The Armstrong Hotel,Fort Collins,4.75,0.9375,"['view', 'food', 'friendly staff', 'location', 'value', 'clean rooms']","['noisy rooms', 'small rooms', 'broken']",4
AVwck-4bkufWRAb5wuG9,Holiday Inn Express Suites Fort Worth Downtown,Fort Worth,5.0,1.0,"['clean rooms', 'friendly staff', 'food']",[],1
AVwck0XQkufWRAb5wsZD,Ramada Hialeah Miami Airport,Hialeah,2.1667,0.2917,"['comfortable', 'value']","['cleanliness', 'rude staff', 'noisy rooms', 'slow wifi']",6
AVwck5pr_7pvs4fzwoq8,Hyatt Regency Orlando International Airport,Orlando,5.0,1.0,['clean rooms'],[],1
AVwck7qk_7pvs4fzwpBz,Avalon Hotel & Conference Center,Erie,2.8333,0.4583,"['friendly staff', 'food', 'comfortable', 'value']",[],6
AVwck98sIN2L1WUfmh97,Days Inn Columbus East,Reynoldsburg,4.5,0.875,"['location', 'clean rooms', 'friendly staff', 'value']",[],2
AVwckBNxByjofQCxfprT,Holiday Inn Express & Suites Columbus Univ Area - Osu,Columbus,5.0,1.0,"['friendly staff', 'food']",[],1
AVwckL-d_7pvs4fzwg58,The Carneros Inn,Napa,5.0,1.0,"['food', 'friendly staff', 'location', 'value', 'view']",[],10
AVwckMrdkufWRAb5wllt,Arizona Inn Suites,Yuma,5.0,1.0,"['clean rooms', 'value']",[],1
AVwckPqFkufWRAb5wmD2,Rodeway Inn Suites Downtowner-Rte 66,Williams,4.1667,0.7917,"['clean rooms', 'location', 'comfortable', 'friendly staff', 'food']","['broken', 'noisy rooms', 'small rooms']",6
AVwckX0nIN2L1WUfma_S,Rodeway Inn,Claremont,1.0,0.0,[],['rude staff'],1
AVwckZspkufWRAb5wns9,W Los Angeles - West Beverly Hills,Los Angeles,3.0,0.5,[],"['slow wifi', 'noisy rooms']",1
AVwck_Q7kufWRAb5wuLy,Best Western Plus Sikeston,Sikeston,4.75,0.9375,"['food', 'friendly staff', 'comfortable', 'clean rooms', 'location']",[],4
AVwckhgvIN2L1WUfmcyZ,Comfort Suites Redmond Airport,Redmond,4.5,0.875,"['friendly staff', 'food', 'clean rooms']","['small rooms', 'rude staff']",4
AVwckmGrByjofQCxfwut,Rodeway Inn San Diego Near Qualcomm Stadium,San Diego,3.0,0.5,"['friendly staff', 'clean rooms', 'comfortable', 'food']",[],4
AVwcknX-kufWRAb5wqI-,Alpine Inn,Rockford,4.0,0.75,"['food', 'clean rooms', 'friendly staff', 'value', 'comfortable']",[],3
AVwckpvX_7pvs4fzwl_a,Brown Hotel,Indiana,4.0,0.75,['friendly staff'],['small rooms'],2
AVwckrzgIN2L1WUfmej7,The Cedars Motel,Saint Ignace,5.0,1.0,"['clean rooms', 'friendly staff']",[],1
AVwcksZ9kufWRAb5wq5b,Super 8 Alton,Alton,2.8571,0.4643,[],[],7
AVwckt0akufWRAb5wrON,Bardessono,Yountville,5.0,1.0,"['friendly staff', 'location', 'food', 'comfortable']",[],6
AVwckxAEkufWRAb5wr0H,Courtyard Sunnyvale Mountain View,Sunnyvale,5.0,1.0,"['clean rooms', 'friendly staff', 'comfortable', 'value']",[],1
AVwcl2Qh_7pvs4fzwzs6,The Winnfield Lodge,Winnfield,1.0,0.0,[],[],1
AVwcl6UkByjofQCxgAid,Rodeway Inn,Bozeman,2.0,0.25,[],[],1
AVwcl7j8kufWRAb5w5Fr,Cannon Mountain View Motel,Franconia,2.3333,0.3333,"['clean rooms', 'location', 'comfortable', 'food', 'value']",['cleanliness'],3
AVwclAQx_7pvs4fzwp8i,Ace Hotel New Orleans,New Orleans,3.3333,0.5833,"['friendly staff', 'food']",[],3
AVwclAvFIN2L1WUfmiiz,Hotel Maya - a DoubleTree by Hilton Hotel,Long Beach,4.24,0.81,"['friendly staff', 'food', 'view', 'location', 'comfortable', 'clean rooms']","['noisy rooms', 'expensive', 'small rooms', 'slow wifi', 'rude staff']",25
AVwclDt2ByjofQCxf2MW,Deer Trail Motel,Wisconsin Dells,5.0,1.0,"['clean rooms', 'friendly staff']",[],1
AVwclFGAkufWRAb5wvQ2,Americas Best Value Inn-corpus Christi North/airport,Corpus Christi,2.0,0.25,[],"['cleanliness', 'broken']",2
AVwclMBaByjofQCxf3th,Holiday Inn Express & Suites Sioux Falls At Empire Mall,Sioux Falls,4.8,0.95,"['value', 'comfortable', 'food']",[],5
AVwclYVOByjofQCxf6Ax,Econo Lodge Inn Suites,Greenville,1.0,0.0,[],['cleanliness'],1
AVwclZB0kufWRAb5wyv2,Best Western Plus Glenview-Chicagoland Inn Suites,Glenview,4.7143,0.9286,"['friendly staff', 'location', 'clean rooms', 'comfortable', 'food', 'value']",['noisy rooms'],7
AVwcle8gIN2L1WUfmoHH,PVC at The Roundhouse Resort,Pinetop,4.6667,0.9167,"['comfortable', 'clean rooms', 'friendly staff']",[],3
AVwclgmkkufWRAb5w0B4,"Country Inn Suites By Carlson, Princeton, WV",Princeton,3.6667,0.6667,"['clean rooms', 'food', 'comfortable']","['noisy rooms', 'broken']",3
AVwclijmByjofQCxf72Q,Motel 6-albert Lea,Albert Lea,2.3333,0.3333,"['location', 'good wifi']","['noisy rooms', 'broken']",6
AVwclkvmByjofQCxf8Ra,Relax Inn,Martinsburg,1.0,0.0,[],"['cleanliness', 'broken', 'rude staff']",1
AVwclpVE_7pvs4fzwxJy,Hampton Inn Suites Fort Myers-Colonial Blvd.,Fort Myers,4.9375,0.9844,"['friendly staff', 'clean rooms', 'location', 'food', 'comfortable', 'value']",[],16
AVwclphkIN2L1WUfmqLw,Ojai Rancho Inn,Ojai,5.0,1.0,"['friendly staff', 'comfortable']",[],1
AVwclqdmByjofQCxf9da,Holiday Inn Express & Suites Amarillo West,Amarillo,4.7143,0.9286,"['clean rooms', 'comfortable', 'friendly staff', 'food', 'location']",['small rooms'],7
AVwclzm4IN2L1WUfmsNN,Quality Inn Suites,Walla Walla,4.0,0.75,"['clean rooms', 'friendly staff', 'comfortable', 'food']","['slow wifi', 'noisy rooms']",2
AVwcm2cTIN2L1WUfm4Rj,"Quality Hotel & Suites ""At The Falls""",Niagara Falls,2.25,0.3125,"['clean rooms', 'friendly staff', 'location', 'comfortable', 'view']","['rude staff', 'slow wifi', 'small rooms']",4
AVwcm8BqByjofQCxgMNw,Holiday Inn Express Ramsey-Mahwah,Ramsey,3.5,0.625,"['clean rooms', 'friendly staff', 'comfortable', 'food']",['broken'],2
AVwcmA4lIN2L1WUfmuqr,The Park On Main Hotel,Highlands,5.0,1.0,['friendly staff'],[],1
AVwcmSKR_7pvs4fzw4Vf,The St. Regis Atlanta,Atlanta,5.0,1.0,"['friendly staff', 'location', 'comfortable', 'food', 'view', 'value']",[],7
AVwcmYpakufWRAb5w-F7,Lyttleton Inn,Littleton,5.0,1.0,"['friendly staff', 'comfortable', 'food', 'good wifi']",[],3
AVwcmcqPkufWRAb5w-y1,Holiday Inn Express Charleston Dwtn - Ashley River,Charleston,4.125,0.7812,"['friendly staff', 'location', 'food', 'clean rooms', 'good wifi', 'comfortable']","['noisy rooms', 'slow wifi', 'broken', 'cleanliness', 'small rooms']",40
AVwcmlR1IN2L1WUfm1GE,Cloverleaf Residence Suites,Dublin,4.0,0.75,[],[],1
AVwcmpdjkufWRAb5xBI5,Chateau Mar Beach Resort,Ormond Beach,3.0,0.5,[],[],1
AVwcmt3Q_7pvs4fzw9it,Hyatt House Parsippany/Whippany,Whippany,5.0,1.0,"['clean rooms', 'friendly staff', 'comfortable']",[],2
AVwcmxTz_7pvs4fzw-Ld,Jameson Inn - Perry,Perry,4.0,0.75,"['clean rooms', 'location', 'comfortable', 'food', 'value']",[],1
AVwcmz3OByjofQCxgKyJ,Hampton Inn & Suites Newport/Middletown,Middletown,4.6,0.9,"['friendly staff', 'clean rooms', 'food', 'location', 'comfortable']","['slow wifi', 'noisy rooms']",5
AVwcn1skkufWRAb5xPIF,Park 75 Lounge and Terrace,Atlanta,4.4,0.85,"['friendly staff', 'location', 'food', 'view', 'clean rooms', 'comfortable']",[],5
AVwcn396ByjofQCxgWuk,French Quarter Suites Hotel,New Orleans,3.5714,0.6429,"['clean rooms', 'friendly staff', 'location', 'food', 'value', 'comfortable']","['cleanliness', 'slow wifi', 'small rooms', 'broken', 'rude staff']",7
AVwcn4vw_7pvs4fzxLJj,Western Hills Motel,Flagstaff,2.0,0.25,[],['broken'],1
AVwcnCNK_7pvs4fzxBVL,Best Western Dayton,Dayton,4.0,0.75,"['friendly staff', 'clean rooms', 'comfortable', 'location', 'food', 'good wifi']","['slow wifi', 'noisy rooms']",6
AVwcnLrgIN2L1WUfm8Ag,Fairfield Inn Philadelphia Airport,Philadelphia,4.2,0.8,"['friendly staff', 'location', 'clean rooms', 'food', 'comfortable']",['small rooms'],5
AVwcnNDb_7pvs4fzxDju,Holiday Inn Express & Suites Newport South,Newport,3.5,0.625,[],['expensive'],2
AVwcnNKA_7pvs4fzxDks,Holiday Inn Express Portland Se - Clackamas Area,Gladstone,3.4,0.6,"['food', 'friendly staff']",['noisy rooms'],5
AVwcnURaIN2L1WUfm9M5,New Victorian Inn Suites Sioux City,Sioux City,4.5,0.875,"['clean rooms', 'food', 'location', 'comfortable', 'friendly staff']",[],2
AVwcn_UuIN2L1WUfnE9z,Arizona Mountain Inn & Cabins,Flagstaff,4.4,0.85,"['comfortable', 'location', 'food', 'friendly staff']",['expensive'],5
AVwcn_gs_7pvs4fzxMRD,Maxwell Hotel,Seattle,4.4762,0.869,"['location', 'friendly staff', 'comfortable', 'clean rooms', 'food', 'value']",['small rooms'],21
AVwcnatSByjofQCxgRWn,Gateway Inn,Red Bluff,1.0,0.0,[],[],1
AVwcncpWIN2L1WUfm-nm,Best Western Plus Chalmette Hotel,Chalmette,5.0,1.0,"['clean rooms', 'comfortable']",[],1
AVwcngfikufWRAb5xLJA,Holiday Inn Express Hotel & Suites Defiance,Defiance,3.0,0.5,[],[],1
AVwcnmXi_7pvs4fzxH33,Sunshine Motel,Las Vegas,5.0,1.0,"['clean rooms', 'comfortable', 'food']",[],1
AVwcnnH9IN2L1WUfnAfW,Element Basalt - Aspen,Basalt,4.5,0.875,"['friendly staff', 'location', 'comfortable']",[],2
AVwcnnZvkufWRAb5xMaa,Days Inn Greeley,Greeley,3.6,0.65,"['friendly staff', 'clean rooms', 'comfortable', 'food', 'value']",[],5
AVwcnnlA_7pvs4fzxIHx,Paola Best Western Htl,Paola,5.0,1.0,[],[],1
AVwcno-SIN2L1WUfnA6k,La Quinta Inn & Suites Phoenix I-10 West,Phoenix,4.0,0.75,"['food', 'clean rooms', 'friendly staff', 'location', 'comfortable', 'value']","['broken', 'cleanliness', 'noisy rooms', 'slow wifi']",27
AVwcnosC_7pvs4fzxIW9,Chase Suite Hotel Tampa,Tampa,2.75,0.4375,"['location', 'comfortable', 'food', 'good wifi']","['slow wifi', 'cleanliness', 'small rooms', 'broken', 'rude staff']",12
AVwcnusNByjofQCxgVKG,Best Western The Inn At Rochester Airport,Rochester,3.0,0.5,"['location', 'food', 'value']",[],6
AVwco2f8_7pvs4fzxV0W,Holiday Inn Express & Suites Port Richey,Port Richey,3.6667,0.6667,"['friendly staff', 'clean rooms', 'location', 'food']",[],6
AVwco5ow_7pvs4fzxWUg,Quality Inn Suites at Dollywood Lane,Pigeon Forge,4.5,0.875,"['location', 'food']",[],2
AVwcoBudkufWRAb5xQ4d,Best Western Plus The Inn at King of Prussia,King of Prussia,4.625,0.9062,"['friendly staff', 'food', 'clean rooms', 'location', 'value', 'comfortable']",[],8
AVwcoE7vIN2L1WUfnF8Y,Hampton Inn Lafayette,Lafayette,5.0,1.0,"['clean rooms', 'friendly staff', 'food', 'location', 'comfortable']",[],4
AVwcoI15kufWRAb5xSDb,Ramada Oklahoma City Near Bricktown,Oklahoma City,2.8667,0.4667,"['friendly staff', 'clean rooms', 'location', 'food', 'good wifi']","['broken', 'cleanliness']",15
AVwcoMCE_7pvs4fzxOQ6,Ludlow Village Inn & Suites,Ludlow,3.5,0.625,"['clean rooms', 'friendly staff', 'comfortable']",[],2
AVwcoZmUByjofQCxgcjd,Best Western Paradise Inn of Nephi,Nephi,4.75,0.9375,"['friendly staff', 'comfortable', 'food', 'location', 'clean rooms', 'value']",[],4
AVwcobY2kufWRAb5xVG7,Red Roof Inn Lansing East - Michigan State University,Lansing,2.3333,0.3333,[],['cleanliness'],3
AVwcodRYkufWRAb5xVar,Wilderness On The Lake,Wisconsin Dells,3.5,0.625,[],['expensive'],2
AVwcoeRtIN2L1WUfnKXF,Economy Inn,Sylva,1.0,0.0,[],['broken'],2
AVwcohF6IN2L1WUfnK7O,Four Points by Sheraton Punta Gorda Harborside,Punta Gorda,4.4167,0.8542,"['friendly staff', 'food', 'clean rooms', 'location', 'comfortable', 'view']",['small rooms'],12
AVwcoi3VkufWRAb5xWYR,Best Western Plus Fort Wayne Inn Suites North,Fort Wayne,4.7,0.925,"['clean rooms', 'friendly staff', 'food', 'location', 'comfortable', 'value']",[],10
AVwcolBg_7pvs4fzxSnV,Hampton Inn Atlanta-Perimeter Center,Atlanta,3.8571,0.7143,"['clean rooms', 'comfortable', 'friendly staff', 'food', 'location']","['cleanliness', 'broken']",7
AVwcopCNByjofQCxgfSS,Comfort Suites,Lawton,4.5,0.875,"['friendly staff', 'comfortable', 'food']",[],2
AVwcos3ZkufWRAb5xYF0,Best Western,Latta,3.0,0.5,[],[],2
AVwcouq9ByjofQCxggdI,Dover Inn,Dover,2.0,0.25,[],[],1
AVwcoyGLkufWRAb5xZDn,Americas Best Value Inn,Auburn,2.75,0.4375,"['clean rooms', 'friendly staff', 'comfortable', 'food']",['rude staff'],4
AVwcoyb0ByjofQCxghKz,Comfort Suites Tampa / Brandon,Tampa,2.8,0.45,['food'],"['noisy rooms', 'small rooms', 'slow wifi', 'cleanliness', 'broken', 'expensive']",5
AVwcp0Y1ByjofQCxgsyk,Value Host Motor Inn,Marquette,4.5,0.875,"['clean rooms', 'friendly staff', 'good wifi', 'food', 'comfortable']",['slow wifi'],4
AVwcp0f3ByjofQCxgszY,Holiday Inn Express & Suites Carmel-north Indianapolis,Carmel,3.2857,0.5714,"['comfortable', 'location', 'food', 'clean rooms', 'friendly staff', 'value']",['slow wifi'],7
AVwcp0fTByjofQCxgszV,Courtyard San Diego Sorrento Valley,San Diego,4.3333,0.8333,"['clean rooms', 'location', 'friendly staff', 'comfortable']",[],3
AVwcp2gFIN2L1WUfnZ_K,Baymont Inn & Suites Bowling Green,Bowling Green,2.6667,0.4167,"['friendly staff', 'location', 'comfortable', 'food', 'value', 'clean rooms']","['noisy rooms', 'broken', 'cleanliness', 'expensive']",6
AVwcp3RrkufWRAb5xkVr,King George Hotel,San Francisco,3.0,0.5,[],['small rooms'],1
AVwcp6rJkufWRAb5xk6d,Port Motel,Port Allegany,4.0,0.75,"['clean rooms', 'comfortable']",['small rooms'],1
AVwcp94xkufWRAb5xlVI,Hotel Del Flores,Beverly Hills,1.0,0.0,[],"['broken', 'slow wifi', 'noisy rooms', 'cleanliness']",2
AVwcpARZkufWRAb5xbjH,Fiddler's Inn,Nashville,2.3333,0.3333,"['clean rooms', 'friendly staff', 'location', 'food', 'good wifi', 'value']",['slow wifi'],6
AVwcpCpt_7pvs4fzxXw0,Best Western Silver Fox Inn,Waterville Valley,4.6667,0.9167,"['comfortable', 'food', 'friendly staff', 'location', 'good wifi', 'value']",['slow wifi'],3
AVwcpFZjIN2L1WUfnRa7,Comfort Inn,Kalamazoo,5.0,1.0,"['clean rooms', 'good wifi']",[],1
AVwcpGlGIN2L1WUfnRmb,Hilton Garden Inn Richmond Airport,Sandston,4.0,0.75,"['food', 'clean rooms', 'comfortable']",[],3
AVwcpN3KByjofQCxgl4H,Wyndham Houston - Medical Center Hotel and Suites,Houston,4.25,0.8125,"['friendly staff', 'food']",['noisy rooms'],4
AVwcpVEqByjofQCxgnPU,Hotel Indigo Pittsburgh East Liberty,Pittsburgh,5.0,1.0,"['clean rooms', 'friendly staff', 'comfortable', 'value']",[],1
AVwcpYgy_7pvs4fzxbZZ,Ramada Flagstaff East,Flagstaff,3.2,0.55,"['clean rooms', 'friendly staff', 'comfortable', 'value']",['cleanliness'],5
AVwcpbnUkufWRAb5xf9I,Western Motel,Abilene,4.0,0.75,"['clean rooms', 'location']",[],1
AVwcpdJEIN2L1WUfnVvk,Comfort Suites,Southaven,5.0,1.0,['clean rooms'],[],1
AVwcpfFpkufWRAb5xgmr,Drury Inn Suites San Antonio Riverwalk,San Antonio,4.0,0.75,"['location', 'clean rooms', 'comfortable', 'friendly staff', 'value', 'food']",['small rooms'],5
AVwcpk6xIN2L1WUfnXBN,Americas Best Value Inn Mackinaw City,Mackinaw City,4.5,0.875,"['comfortable', 'clean rooms', 'friendly staff', 'food']",[],2
AVwcpqjJ_7pvs4fzxeee,Red Roof Inn Dayton North Airport,Dayton,2.5455,0.3864,"['clean rooms', 'friendly staff', 'food', 'value', 'comfortable']","['cleanliness', 'noisy rooms', 'small rooms']",11
AVwcptt5ByjofQCxgro9,Fun City Motel,Las Vegas,1.0,0.0,[],['cleanliness'],1
AVwcpwjo_7pvs4fzxffC,Magnuson Hotel Norfolk Airport,Virginia Beach,5.0,1.0,"['clean rooms', 'friendly staff']",[],1
AVwcq39qByjofQCxg4PG,Fairfield Inn Saginaw,Saginaw,4.6,0.9,"['clean rooms', 'food', 'comfortable', 'friendly staff']",['noisy rooms'],5
AVwcq3c9ByjofQCxg4Iw,Comfort Inn,Idaho Falls,5.0,1.0,"['clean rooms', 'friendly staff', 'food']",[],1
AVwcqTFj_7pvs4fzxlKs,"The Ritz-Carlton, Dove Mountain",Marana,4.8333,0.9583,"['friendly staff', 'food', 'location', 'comfortable', 'value', 'clean rooms']","['broken', 'noisy rooms']",12
AVwcqTprkufWRAb5xpQD,Best Western Plus-prairie Inn,Albany,4.4286,0.8571,"['friendly staff', 'clean rooms', 'comfortable', 'food', 'location', 'value']",['noisy rooms'],7
AVwcqZ3LIN2L1WUfnf7-,Comfort Inn,Onalaska,3.75,0.6875,"['food', 'clean rooms', 'comfortable', 'friendly staff']",[],4
AVwcqez9IN2L1WUfng2u,Silver Cloud Inn - Seattle Lake Union,Seattle,3.0,0.5,['friendly staff'],[],2
AVwcqjlFByjofQCxg0zY,America's Best Value Inn,Washington,2.25,0.3125,"['location', 'value']",['broken'],4
AVwcqkWoByjofQCxg07u,MacRae's Of Homosassa Inc,Homosassa,5.0,1.0,['friendly staff'],[],1
AVwcqrBakufWRAb5xtoP,Bougainvillea On The Beach,Hollywood,5.0,1.0,['clean rooms'],[],1
AVwcqxKRkufWRAb5xukl,Richland Inn - Lewisburg,Lewisburg,3.0,0.5,"['clean rooms', 'friendly staff', 'comfortable']",['small rooms'],3
AVwcr1EgIN2L1WUfnwTB,Econo Lodge,Acworth,1.0,0.0,[],['cleanliness'],1
AVwcrALLByjofQCxg5vg,Motel 6,Lexington,5.0,1.0,"['clean rooms', 'friendly staff', 'location']",[],1
AVwcrBswkufWRAb5xxjx,Hampton Inn & Suites Jackson,Jackson,4.0,0.75,"['friendly staff', 'clean rooms', 'location', 'food', 'comfortable']","['small rooms', 'noisy rooms', 'rude staff']",8
AVwcrC6__7pvs4fzxt0Z,Blue Sky Lodge,Carmel Valley,3.625,0.6562,"['friendly staff', 'location', 'food', 'comfortable', 'clean rooms']","['broken', 'small rooms', 'expensive', 'cleanliness']",8
AVwcrCEtkufWRAb5xxoS,Four Points by Sheraton Plainview Long Island,Plainview,4.3333,0.8333,"['location', 'friendly staff', 'clean rooms', 'food']","['cleanliness', 'broken']",6
AVwcrGUBByjofQCxg67W,Park Inn By Radisson Sharon,West Middlesex,3.4,0.6,"['friendly staff', 'comfortable', 'food']",[],5
AVwcrIWVIN2L1WUfnoSf,Best Western Plus Raton Hotel,Raton,4.9167,0.9792,"['friendly staff', 'comfortable', 'food', 'clean rooms', 'location', 'value']",[],12
AVwcrIvnByjofQCxg7XT,Best Western Markland Hotel,Monterey Park,3.5,0.625,['comfortable'],['cleanliness'],2
AVwcrK3t_7pvs4fzxvP_,Quality Inn Suites,Portsmouth,3.3333,0.5833,"['clean rooms', 'friendly staff', 'comfortable', 'food']",['cleanliness'],3
AVwcrLZyByjofQCxg76W,Travelodge Cortez,Cortez,3.0,0.5,[],[],1
AVwcrM15kufWRAb5xzll,Rodeway Inn,Weedsport,3.0,0.5,[],['noisy rooms'],1
AVwcrNvj_7pvs4fzxvzo,Super 8 Augusta,Augusta,1.75,0.1875,"['clean rooms', 'good wifi']","['cleanliness', 'slow wifi', 'noisy rooms']",8
AVwcrOz_ByjofQCxg8lq,Best Western Plus Newark/christiana Inn,Bear,3.7778,0.6944,"['friendly staff', 'clean rooms', 'comfortable', 'food', 'location']","['rude staff', 'cleanliness']",9
AVwcrU0yIN2L1WUfnqmO,Quality Inn & Suites Airport/Cruise Port South,Hollywood,3.0714,0.5179,['friendly staff'],"['broken', 'small rooms', 'expensive']",14
AVwcrY5MkufWRAb5x1nm,Econo Lodge Inn & Suites,White Haven,3.5,0.625,['friendly staff'],[],2
AVwcrbYy_7pvs4fzxyKK,Econo Lodge,Lebanon,4.0,0.75,"['clean rooms', 'comfortable']",[],1
AVwcrf3WByjofQCxg_pl,Colorado Belle Hotel And Casino,Laughlin,3.7647,0.6912,"['friendly staff', 'food', 'location', 'comfortable', 'clean rooms', 'view']","['broken', 'cleanliness']",17
AVwcrf5OkufWRAb5x27v,Fairfield Inn Corbin,Corbin,3.0,0.5,"['friendly staff', 'comfortable', 'food']",[],2
AVwcrg5zIN2L1WUfns34,Days Inn Mattoon,Mattoon,3.75,0.6875,"['clean rooms', 'food', 'location', 'good wifi', 'comfortable']",['slow wifi'],8
